R_Peak_22,R_Trough_22,R_Peak_24,R_Trough_24,R_Peak_25,R_Trough_25,R_Peak_26,R_Trough_26,R_Peak_27,R_Trough_27,R_Peak_28,R_Trough_28,R_Peak_29,R_Trough_29,R_Peak_30,R_Trough_30,R_Peak_31,R_Trough_31,R_Peak_32,R_Trough_32,R_Peak_33,R_Trough_33,D_Peak_33,D_Trough_33,D_Peak_34,D_Trough_34,D_Peak_35,D_Trough_35,D_Peak_36,D_Trough_36,D_Peak_37,D_Trough_37,D_Peak_38,D_Trough_38,D_Peak_39,D_Trough_39,D_Peak_41,D_Trough_41,D_Peak_42,D_Trough_42,D_Peak_43,D_Trough_43,D_Peak_44,D_Trough_44,D_Peak_45,D_Trough_45,D_Peak_46,D_Trough_46,D_Peak_47,D_Trough_47,D_Peak_48,D_Trough_48,D_Peak_49,D_Trough_49,Fre_22,Fre_24,Fre_25,Fre_26,Fre_27,Fre_28,Fre_29,Fre_30,Fre_31,Fre_32,Fre_33,Fre_34,Fre_35,Fre_36,Fre_37,Fre_38,Fre_39,Fre_41,Fre_42,Fre_43,Fre_44,Fre_45,Fre_46,Fre_47,Fre_48,Fre_49,epsilon1,delta1
0.66792387,-0.348384,0.70689667,-0.4052142,0.7849739,-0.4238393,0.68833901,-0.3591501,0.72788301,-0.4137143,0.7957128,-0.4529126,0.72829938,-0.354428,0.78190954,-0.4303942,0.75282435,-0.433947,0.97149331,-0.5731982,1,-0.4705356,1,0.2279196,0.98497986,0.2236079,0.9781255,0.22127276,0.96750076,0.21754744,0.97686755,0.21443475,0.83430792,0.18703022,0.82036941,0.18360007,0.79000968,0.17548876,0.77453093,0.17179711,0.76275274,0.16797918,0.74910049,0.16464412,0.73713509,0.1608772,0.7248131,0.15786208,0.71259066,0.15426899,0.70160637,0.15141582,0.68950378,0.1480342,0.948462485,0.901729946,0.909489472,0.828029762,0.859055861,0.892763621,0.794879563,0.829616721,0.866170415,0.896510699,0.9988497,0.87062692,1,0.79385858,0.99424439,0.76997489,0.7543338,0.73205026,0.72548307,0.7189546,0.71208105,0.70390404,0.69568819,0.68934248,0.68115751,0.67431964,0.161086898,-0.01000172
0.66718735,-0.3477287,0.70608001,-0.4048447,0.78383496,-0.4230065,0.6876061,-0.3586578,0.72684213,-0.4126599,0.79459716,-0.451694,0.72745038,-0.3533448,0.78107996,-0.4289338,0.7526716,-0.4326616,0.97119481,-0.5712556,1,-0.4694701,1,0.22789878,0.98526907,0.22367219,0.97878731,0.2214388,0.96855732,0.21780398,0.97833815,0.21479263,0.83577,0.18746264,0.82191955,0.18406007,0.7912588,0.17585895,0.77559391,0.17209736,0.76375698,0.16823226,0.74998675,0.16484109,0.73796213,0.16103294,0.72555026,0.15797553,0.71326912,0.15434616,0.70228786,0.15146108,0.69005579,0.14805208,0.948220415,0.901597881,0.90937507,0.828072157,0.859070883,0.892659687,0.794787989,0.829486314,0.865943586,0.896499154,0.99853227,0.87042585,1,0.79314034,0.99428511,0.77012418,0.75449198,0.73262516,0.72644148,0.72019741,0.7133081,0.70489743,0.69614662,0.68950262,0.68133409,0.67458276,0.17551459,-0.025759493
0.66469516,-0.3459105,0.7034787,-0.4041067,0.78051737,-0.4203256,0.68597726,-0.3570663,0.723542,-0.4086012,0.79131151,-0.4471236,0.72508901,-0.3495175,0.77900842,-0.4238089,0.75342637,-0.4294276,0.97127734,-0.5662807,1,-0.4687309,1,0.22780629,0.9866445,0.22396328,0.98192538,0.22217245,0.97357757,0.21899617,0.98536349,0.21636141,0.84296817,0.18930887,0.82986312,0.18612418,0.79889976,0.1779704,0.78282287,0.17411848,0.77121761,0.17030022,0.75711024,0.16682448,0.74544014,0.16306463,0.73272563,0.15993191,0.72080903,0.15623046,0.70987644,0.15339968,0.69769108,0.14992048,0.946690373,0.900643261,0.908501537,0.82798062,0.858744431,0.891610474,0.794257589,0.828671516,0.864766513,0.896545009,0.9971004,0.87005656,1,0.79180511,0.99622715,0.7721401,0.75635935,0.73296982,0.7271861,0.72202481,0.71619583,0.70821392,0.69912134,0.6919398,0.6834046,0.67669755,0.140773081,-0.096361797
0.6656836,-0.3469522,0.70457502,-0.4047209,0.78176551,-0.4217072,0.68666398,-0.3580071,0.72516262,-0.4104198,0.7927845,-0.4491795,0.72641318,-0.3514069,0.78013741,-0.4262733,0.75337934,-0.4312641,0.97134188,-0.5692519,1,-0.4703769,1,0.22784614,0.98610961,0.22383948,0.98072465,0.22186115,0.97166126,0.2184867,0.9826401,0.21569743,0.84017209,0.18855133,0.82657379,0.18522094,0.79482446,0.1768472,0.77851957,0.17294648,0.76647235,0.16900913,0.75228491,0.16550348,0.74010996,0.16163395,0.72736121,0.15848328,0.71494565,0.15477119,0.70386333,0.15183983,0.69131708,0.14836092,0.947141951,0.900871586,0.908739736,0.827969705,0.858800226,0.891887158,0.794578141,0.828977009,0.865121357,0.896660149,0.99727196,0.87024065,1,0.79265108,0.99623534,0.77170122,0.75581952,0.73175272,0.72531266,0.71941788,0.71309795,0.70492216,0.69580006,0.68869892,0.6801215,0.67324836,0.109462887,-0.067681373
0.66548951,-0.3465771,0.7043035,-0.404524,0.78136673,-0.4213801,0.68636905,-0.3578164,0.72462215,-0.4101346,0.79230841,-0.4487974,0.72586265,-0.3509331,0.77963677,-0.425588,0.75312703,-0.4304762,0.97115269,-0.5678255,1,-0.4691075,1,0.22783641,0.98619739,0.22386806,0.98091169,0.22193487,0.97195665,0.21860811,0.98308102,0.21585511,0.84061872,0.18872464,0.82717403,0.18544689,0.79592273,0.17718987,0.77977307,0.17332746,0.76798236,0.16945019,0.75388568,0.16597145,0.74194348,0.16215606,0.72925276,0.15902435,0.71706304,0.1553253,0.70605293,0.15244359,0.69370043,0.14897276,0.947179769,0.900936392,0.908785318,0.828016793,0.858866169,0.891970735,0.794450683,0.828941111,0.865129652,0.89654585,0.99755042,0.8701848,1,0.79216232,0.99554483,0.77136866,0.75553978,0.73240727,0.72643987,0.72090928,0.71470994,0.70653297,0.69740946,0.69025322,0.68173827,0.6749441,0.155699826,-0.073703597
0.66780387,-0.3484031,0.70677412,-0.4053101,0.78478118,-0.4238354,0.68825542,-0.3592249,0.72773684,-0.4136452,0.79553581,-0.4528016,0.72820241,-0.3543421,0.78180663,-0.4302055,0.75287114,-0.4338142,0.97147938,-0.5729366,1,-0.470536,1,0.22791411,0.98506147,0.22362481,0.97831328,0.22131648,0.96780074,0.21761503,0.97728268,0.21452916,0.8347352,0.18714565,0.82079954,0.18372005,0.79026381,0.17558468,0.77469037,0.17187531,0.76286693,0.16804807,0.74914769,0.16469873,0.73714446,0.16092349,0.72476585,0.15789557,0.71250758,0.15429119,0.70149196,0.15143116,0.68933612,0.14803973,0.948362995,0.901659988,0.909433351,0.8280225,0.859038877,0.89270479,0.794855395,0.829567053,0.866092301,0.896508,0.99879216,0.87062626,1,0.79380854,0.99434332,0.770069,0.7543638,0.73174016,0.72510811,0.71860849,0.71180963,0.70368008,0.69546029,0.68905507,0.68078226,0.6738931,0.160197977,-0.014283129
0.66762041,-0.3487399,0.7066096,-0.4055903,0.78453015,-0.4240509,0.68823208,-0.3594999,0.72771051,-0.413741,0.79534176,-0.4528272,0.72826608,-0.3545648,0.7818108,-0.4303106,0.7530001,-0.4340386,0.97146267,-0.5733402,1,-0.4716524,1,0.22791224,0.9851265,0.22363338,0.97846901,0.22133547,0.96805117,0.21764495,0.97759888,0.21456952,0.83504843,0.18721898,0.8209376,0.18374538,0.78948054,0.17540457,0.77354228,0.17160065,0.76132771,0.16767093,0.74737041,0.16424833,0.73500727,0.16038052,0.7224505,0.15729717,0.70984024,0.15364676,0.69869565,0.15070505,0.68617973,0.14728047,0.9481687,0.901486107,0.909307816,0.82797557,0.858970553,0.892558452,0.794901611,0.829505387,0.865932293,0.896638675,0.99851415,0.87073432,1,0.7938004,0.99482789,0.77033098,0.75437166,0.73069979,0.7237677,0.71714024,0.71034153,0.70218251,0.69371463,0.68703909,0.67853821,0.67146464,0.133813232,-0.016766634
0.66716296,-0.3480801,0.70610558,-0.405134,0.78386239,-0.4232676,0.68777339,-0.3589136,0.72703251,-0.4127993,0.79469946,-0.4518361,0.72771782,-0.353613,0.78131444,-0.4292198,0.75293787,-0.4331449,0.97134116,-0.5720388,1,-0.4706767,1,0.22789856,0.98531217,0.22367444,0.9788938,0.22144156,0.96873018,0.21780872,0.97855458,0.21479836,0.83600043,0.18748375,0.82204353,0.18404949,0.7907955,0.17573299,0.77489738,0.17192089,0.76281632,0.16800084,0.74889457,0.16457153,0.73665307,0.16071337,0.72412681,0.15762626,0.71163572,0.15397213,0.70056431,0.15104248,0.68812133,0.14761466,0.948047529,0.901444522,0.909256042,0.82801626,0.858987144,0.892502733,0.7948353,0.829435741,0.865823822,0.89661158,0.99826368,0.87050824,1,0.79337984,0.99488853,0.77043227,0.75463177,0.73168016,0.7251124,0.71870476,0.71188333,0.70357217,0.69482902,0.68809776,0.67974775,0.67285138,0.141442888,-0.026859253
0.66753283,-0.3486703,0.70652546,-0.4054534,0.78444727,-0.4238807,0.68820788,-0.3593183,0.72768603,-0.4135077,0.79528894,-0.4526129,0.72828198,-0.354442,0.78182388,-0.4302444,0.75303689,-0.434096,0.97146953,-0.5735771,1,-0.472072,1,0.22791332,0.98512689,0.22362948,0.9784748,0.22132512,0.96806234,0.21762913,0.97760318,0.21454625,0.83503589,0.187197,0.82089228,0.18370555,0.78927108,0.17529981,0.77328516,0.17146812,0.7609784,0.16750123,0.74700317,0.16405881,0.7345513,0.16015778,0.72199345,0.15706252,0.70929594,0.15340417,0.69815531,0.15043321,0.68555453,0.14700416,0.948137771,0.901461059,0.909286833,0.827973052,0.858954473,0.892517829,0.794946048,0.829517502,0.865909658,0.896728447,0.99829039,0.87072474,1,0.79377292,0.99511317,0.77050943,0.75453968,0.73083194,0.72391319,0.71723342,0.71033394,0.70205664,0.69340052,0.68670448,0.67827764,0.67126807,0.11628989,-0.016159423
0.6679051,-0.3487506,0.70689025,-0.4054133,0.78496032,-0.4241446,0.68839516,-0.3594134,0.72803739,-0.4140329,0.7957152,-0.4531925,0.72845516,-0.3548767,0.78200087,-0.4308228,0.75281639,-0.4343306,0.97143402,-0.5738926,1,-0.4715854,1,0.22792554,0.98491604,0.22359093,0.97798175,0.221227,0.96727103,0.21747681,0.97652021,0.21433531,0.83393476,0.18693644,0.81978388,0.18344578,0.78865711,0.17514306,0.7729085,0.17137058,0.76076,0.16745299,0.74693551,0.16405742,0.73462011,0.16019926,0.72217693,0.15714047,0.70960993,0.15351261,0.69852082,0.15057813,0.68609102,0.14717314,0.94843053,0.901665703,0.909458607,0.827997676,0.859026228,0.892730771,0.79496042,0.8296324,0.866130638,0.896622623,0.99873527,0.87075294,1,0.79385926,0.99443234,0.76997067,0.75414114,0.73124758,0.72445696,0.71774828,0.71075023,0.7024585,0.69397739,0.68742252,0.67910749,0.67214115,0.143797318,-0.005966335
0.66743518,-0.3483478,0.70636846,-0.4052268,0.78421715,-0.4236528,0.68791686,-0.3591606,0.72735088,-0.4134102,0.79498125,-0.4524528,0.7278872,-0.3542039,0.78144185,-0.4298682,0.7527074,-0.433447,0.97122932,-0.5725169,1,-0.4707459,1,0.22791088,0.98511421,0.22363601,0.97843546,0.22134406,0.9679959,0.21765802,0.97753067,0.21458905,0.83494491,0.18724164,0.82085645,0.183774,0.78953329,0.17542334,0.77365555,0.17160904,0.76148068,0.16766845,0.74757099,0.16423894,0.73523121,0.16036124,0.72271908,0.15727494,0.71012821,0.15362406,0.69903194,0.15067493,0.68652875,0.14725087,0.948268843,0.901577403,0.909382698,0.828025162,0.859039155,0.892669645,0.794886786,0.829537514,0.865979127,0.896574144,0.99858527,0.87060911,1,0.79339375,0.99438732,0.7699383,0.75412802,0.73147431,0.72489732,0.7183849,0.71141902,0.70302025,0.69424902,0.68749859,0.67915246,0.67222233,0.158452348,-0.017008586
0.66505535,-0.3464177,0.70380305,-0.4046135,0.78072584,-0.4211116,0.68601425,-0.3577936,0.72384402,-0.4096518,0.79152442,-0.4481026,0.72520489,-0.3503043,0.77903293,-0.4245221,0.75312586,-0.4296084,0.97107155,-0.5663379,1,-0.4685024,1,0.2278145,0.98648949,0.22393618,0.98156672,0.22210716,0.97300125,0.21889066,0.98455701,0.21622311,0.8421477,0.18915655,0.82886341,0.18593955,0.79757549,0.17773444,0.78133655,0.17386899,0.76963377,0.17002928,0.75544264,0.16654201,0.74362107,0.1627617,0.73083177,0.15961746,0.7187627,0.15590448,0.70773191,0.15305526,0.69542348,0.14956799,0.946897472,0.900761747,0.908632565,0.828001261,0.85882659,0.89181305,0.794269198,0.828760075,0.864911991,0.896457622,0.99762107,0.87026349,1,0.79173502,0.99549856,0.7714138,0.75541312,0.7315748,0.72567856,0.72050169,0.71481903,0.70700989,0.69816985,0.69091139,0.68214684,0.67522308,0.180052277,-0.089493123
0.66541302,-0.3469419,0.70416909,-0.404887,0.78109668,-0.4218571,0.68604796,-0.3583504,0.72446249,-0.4107442,0.79195124,-0.44923,0.72563362,-0.3513962,0.77931817,-0.4258295,0.75279236,-0.4303626,0.9708232,-0.5675757,1,-0.4693037,1,0.22783743,0.98615475,0.2238641,0.98080864,0.22192695,0.9717892,0.2185967,0.98283144,0.21583924,0.84034078,0.1887334,0.82666137,0.18540761,0.79450646,0.17695502,0.77800968,0.17300149,0.76582981,0.16902668,0.75149742,0.16547663,0.73918982,0.16157361,0.72631538,0.15838643,0.71376421,0.15464281,0.70260385,0.15168238,0.68989208,0.14817787,0.947188446,0.900899783,0.908788381,0.827995402,0.85888419,0.892033888,0.794434223,0.828933836,0.865102447,0.896524346,0.99783465,0.87039823,1,0.79175302,0.99503842,0.77074234,0.75465916,0.7309762,0.72495029,0.7195041,0.71335787,0.70512295,0.69572596,0.68813899,0.67931248,0.67229038,0.184972205,-0.072365468
0.66574395,-0.3467081,0.70457845,-0.4047252,0.78170814,-0.4216145,0.68663025,-0.3580128,0.72485805,-0.4103883,0.79263316,-0.4490887,0.72605086,-0.3510741,0.77984032,-0.4257465,0.75324414,-0.430595,0.97129807,-0.5678609,1,-0.4687647,1,0.22783585,0.98619841,0.22386948,0.98091223,0.22193828,0.97195722,0.21861499,0.98309641,0.21586348,0.84067109,0.18872021,0.82731654,0.18547217,0.79648463,0.17735082,0.78048253,0.17355228,0.76890323,0.16975126,0.75488877,0.16632005,0.74315255,0.16257398,0.73050889,0.15947495,0.71852266,0.15580066,0.70753627,0.15297836,0.69538685,0.14952339,0.947224052,0.900982263,0.908819042,0.828032053,0.858884442,0.892001127,0.794428145,0.828951504,0.865185742,0.896461174,0.99773764,0.87021172,1,0.7924419,0.99548666,0.77142531,0.75557403,0.73203027,0.7259059,0.72039711,0.71443581,0.70659297,0.69803236,0.69114846,0.6825897,0.67573975,0.161981593,-0.073937632
0.66809332,-0.3484827,0.70701887,-0.4052232,0.78512077,-0.4240879,0.68828366,-0.3593209,0.72794165,-0.4142063,0.79574113,-0.4533513,0.72819493,-0.3548039,0.78177125,-0.4307191,0.75243127,-0.4338302,0.97124746,-0.5730326,1,-0.4699678,1,0.22792768,0.98482031,0.22358214,0.97774877,0.22120779,0.96689481,0.21744667,0.97603313,0.21429622,0.83344188,0.18686986,0.81941469,0.18342323,0.78907116,0.17530518,0.77362996,0.17161587,0.76181913,0.16779185,0.74818568,0.16445964,0.73617773,0.16068613,0.72386915,0.15767337,0.71160118,0.15408312,0.70060344,0.15122291,0.68848074,0.14784414,0.948693727,0.901882074,0.909630477,0.828055564,0.859134704,0.892968711,0.794881764,0.829702716,0.866323692,0.896389736,0.99929791,0.87071679,1,0.79365224,0.99348352,0.76938708,0.75376372,0.73189055,0.72545878,0.71897819,0.71203964,0.7037857,0.6955331,0.68910421,0.68089477,0.67402841,0.19737049,-0.002769444
0.6680629,-0.3489796,0.70706108,-0.4055259,0.78519941,-0.4244054,0.68854671,-0.3595817,0.72829001,-0.4143654,0.79594105,-0.4535431,0.72865321,-0.3552409,0.78217736,-0.4312619,0.75280366,-0.4346881,0.9714552,-0.5744672,1,-0.4720422,1,0.22793238,0.98482145,0.2235699,0.9777646,0.22117271,0.96692377,0.21739268,0.9760306,0.21421839,0.83343561,0.1868023,0.81920404,0.18328774,0.78794948,0.17495207,0.77217807,0.17117303,0.75994251,0.16723699,0.7461042,0.16383784,0.73370569,0.15996321,0.72125518,0.15690184,0.70860605,0.15327288,0.69749164,0.15032246,0.68500119,0.14691736,0.94849822,0.901693998,0.909490456,0.827984275,0.859024112,0.892764475,0.795001945,0.829674166,0.866183845,0.89665339,0.99881134,0.87084445,1,0.79397683,0.99439458,0.7698901,0.75401081,0.73095335,0.72405569,0.7172442,0.71019403,0.70189505,0.69343144,0.68688085,0.67854259,0.67153482,0.139536627,-0.00078247
0.66572866,-0.3465148,0.70457536,-0.4045159,0.78175951,-0.4213627,0.68668935,-0.3577429,0.72485998,-0.4100957,0.79270089,-0.4488592,0.72608013,-0.3508498,0.7799039,-0.4256148,0.75332054,-0.4305972,0.97138049,-0.5679159,1,-0.4686987,1,0.22783608,0.98620533,0.22386921,0.98093053,0.22193702,0.97198689,0.21861224,0.98314293,0.21586023,0.84071846,0.18870802,0.82744211,0.18547334,0.7969275,0.17740892,0.7810536,0.1736376,0.76960301,0.16986282,0.75568062,0.16645338,0.74406319,0.16273107,0.73149427,0.15964936,0.71962487,0.15599092,0.70870165,0.1531904,0.69666923,0.1497473,0.947225643,0.900997679,0.908817911,0.828036103,0.858875728,0.891980555,0.794431507,0.828957237,0.865197997,0.896484861,0.99760994,0.87012644,1,0.79250294,0.99564757,0.77161021,0.75588216,0.73276492,0.72675236,0.72124366,0.71521929,0.70732024,0.69873561,0.69193814,0.6835184,0.67677691,0.152331332,-0.074010572
0.66454782,-0.3463257,0.70327137,-0.4044633,0.77999886,-0.4208282,0.68556242,-0.3576249,0.72337068,-0.4092511,0.79087012,-0.4475794,0.72485782,-0.350081,0.77865928,-0.4241531,0.75303784,-0.4293865,0.97087736,-0.5662197,1,-0.4692719,1,0.22780986,0.98657348,0.22395193,0.98175923,0.22214572,0.97330931,0.21895305,0.98495982,0.21630487,0.84251147,0.18928106,0.82907306,0.18602058,0.79681575,0.17756372,0.78016983,0.17357314,0.76807037,0.16959889,0.75364744,0.16601667,0.74143116,0.16211666,0.72848279,0.1589037,0.71602694,0.15513586,0.70490192,0.15218326,0.69218787,0.14865797,0.946691909,0.90058395,0.908494561,0.827947242,0.858753183,0.891668397,0.794272082,0.82866936,0.864718039,0.896580855,0.99730796,0.87028085,1,0.79131646,0.99574258,0.7714423,0.75536577,0.73143949,0.72557786,0.72040336,0.71444727,0.7062026,0.69650898,0.68877381,0.67993414,0.6730276,0.165199717,-0.093383988
0.66692856,-0.347866,0.70587611,-0.4051232,0.78353579,-0.4229835,0.68763309,-0.3587707,0.7267182,-0.4123149,0.79442488,-0.4513238,0.72752984,-0.3530875,0.78116657,-0.4285994,0.75313954,-0.4328047,0.97143832,-0.5714534,1,-0.4704443,1,0.22788571,0.98550968,0.22371485,0.9793492,0.22154449,0.96946005,0.21796833,0.97957698,0.21501956,0.837062,0.18773837,0.82324166,0.18434394,0.79209759,0.17608243,0.77618216,0.17228196,0.76421872,0.16839532,0.75028002,0.16497218,0.7381611,0.16114546,0.72561137,0.15806052,0.71324436,0.15440563,0.70218732,0.15150538,0.68982652,0.14807382,0.947834689,0.901316919,0.90913509,0.828005505,0.858939848,0.892350428,0.794761742,0.829325014,0.865673713,0.896605478,0.99806021,0.8704412,1,0.79336289,0.99526102,0.7708336,0.75501577,0.73169485,0.72511259,0.71884443,0.71224131,0.70409522,0.69548372,0.6887625,0.6803473,0.67343371,0.132565327,-0.036979488
0.66709564,-0.3474311,0.70597532,-0.4046621,0.78370265,-0.4226951,0.68749652,-0.3584035,0.72663803,-0.4122868,0.79447058,-0.4513328,0.72728378,-0.3529222,0.78095666,-0.4285054,0.75269629,-0.4323408,0.97122028,-0.5707305,1,-0.4689136,1,0.22789307,0.98534474,0.22368937,0.97895972,0.22148279,0.9688335,0.21787184,0.97873589,0.2148878,0.83618103,0.18756252,0.82246317,0.1841957,0.79219496,0.17608541,0.77666073,0.17235809,0.76502021,0.16854015,0.75133653,0.16517481,0.73949645,0.16140887,0.72714681,0.15837085,0.71504725,0.15475693,0.70413127,0.15191056,0.69206284,0.14851155,0.948192819,0.901606453,0.909367744,0.828092218,0.859080072,0.892644292,0.794740424,0.829461548,0.865929299,0.896470766,0.99849023,0.87033887,1,0.79307324,0.99429433,0.77025976,0.7547209,0.73321929,0.7272153,0.72110226,0.7142729,0.70588705,0.6971974,0.69063733,0.6825637,0.67590396,0.180540432,-0.029914993
0.6649952,-0.3466618,0.70379156,-0.4046563,0.78064118,-0.421281,0.68599292,-0.3578933,0.72411245,-0.4098289,0.79162049,-0.448311,0.72550523,-0.350724,0.77925287,-0.4250664,0.75316902,-0.4301405,0.9710347,-0.5674447,1,-0.4697807,1,0.22782418,0.98638685,0.22390657,0.98134405,0.22203191,0.97264846,0.21876674,0.98402361,0.21606242,0.84156475,0.18899602,0.82801101,0.1856962,0.79573547,0.17722733,0.77913981,0.1732518,0.76696866,0.16927082,0.7525818,0.16570319,0.74029729,0.16179547,0.72738361,0.15859465,0.71486051,0.1548389,0.70371475,0.15187718,0.69098453,0.14836251,0.946865262,0.90068769,0.908591284,0.827959485,0.858777671,0.891761427,0.794410714,0.828788366,0.864860166,0.89660004,0.99729787,0.87026487,1,0.7918511,0.99591834,0.77151115,0.75544838,0.73125656,0.72508252,0.7195892,0.71349339,0.70528557,0.69579041,0.68823429,0.67942048,0.67246454,0.142719355,-0.083130972
0.66510024,-0.3464188,0.70392431,-0.4043963,0.78089528,-0.4209994,0.68619874,-0.35755,0.7242525,-0.4095155,0.79189766,-0.4481253,0.72565641,-0.3504817,0.77945965,-0.4250099,0.75331486,-0.4302539,0.97121217,-0.5676423,1,-0.4695797,1,0.22782583,0.98637286,0.22390125,0.98131566,0.22201717,0.97260465,0.21874206,0.98397495,0.21603079,0.84152712,0.18893939,0.82812027,0.18566824,0.79652857,0.17733989,0.7802065,0.17343213,0.76831394,0.16951943,0.75411158,0.16600523,0.74208339,0.16215935,0.72931413,0.15900008,0.71704387,0.15527896,0.70600984,0.15237166,0.69353993,0.14888369,0.946918652,0.900753014,0.90862407,0.827979527,0.858783041,0.89176595,0.79442697,0.828825601,0.864929592,0.896611985,0.9971776,0.87013745,1,0.79209585,0.99613085,0.77181892,0.75594228,0.7323305,0.72625163,0.72069824,0.71451846,0.70630325,0.6969755,0.68973187,0.68116954,0.67439306,0.129430263,-0.082008512
0.66804023,-0.3479975,0.70699558,-0.404754,0.78517627,-0.4234696,0.6883465,-0.3586772,0.72793495,-0.4134376,0.79588051,-0.4527224,0.72828004,-0.3541573,0.78193469,-0.4303102,0.75267605,-0.433796,0.97147849,-0.573121,1,-0.4698752,1,0.22792667,0.98486792,0.22358609,0.97786426,0.2212172,0.96708167,0.21746155,0.97630118,0.21431508,0.83371304,0.18687298,0.81986719,0.18345808,0.79015575,0.17544802,0.77496969,0.17180826,0.7634219,0.1680328,0.74997722,0.16474121,0.738212,0.1610123,0.72606097,0.15803422,0.71403178,0.15447321,0.70317094,0.15165461,0.69128339,0.14829963,0.948675825,0.901908092,0.909623716,0.828080731,0.859121577,0.892904528,0.794904992,0.829716273,0.866332914,0.896486064,0.99892141,0.87051268,1,0.79383008,0.99397741,0.7698587,0.75445136,0.73338263,0.72716045,0.72065843,0.7135817,0.70522676,0.69694658,0.6907911,0.68292409,0.67630816,0.170252027,-0.004356544
0.66790242,-0.3480224,0.70684174,-0.4048626,0.78492951,-0.4234908,0.68820614,-0.3587918,0.72773225,-0.4134248,0.79562938,-0.452642,0.72810963,-0.3541001,0.78174909,-0.430101,0.75264205,-0.4335656,0.97139514,-0.5726977,1,-0.4697301,1,0.22792095,0.98494262,0.22360378,0.97803573,0.22126219,0.96735496,0.2175314,0.97667921,0.21441275,0.83409892,0.18699419,0.82023809,0.18358185,0.79030064,0.17553586,0.77500108,0.17187292,0.76338625,0.1680827,0.74985922,0.16477139,0.73803539,0.1610297,0.72581486,0.15803437,0.71372904,0.1544586,0.70282771,0.15162869,0.69086439,0.14826142,0.948591523,0.901846883,0.909577709,0.828075604,0.859114951,0.892869576,0.794869533,0.829665941,0.866258393,0.896458075,0.99892788,0.87052453,1,0.7936775,0.99393803,0.76983885,0.75436025,0.73299545,0.72675307,0.72033016,0.71334963,0.7050358,0.69671961,0.6904313,0.68243995,0.67575109,0.177502781,-0.008581218
0.66719714,-0.3479138,0.70616493,-0.4050516,0.7839659,-0.4230774,0.68787274,-0.3587236,0.72706666,-0.4125035,0.79484433,-0.451611,0.72780113,-0.3533086,0.78144947,-0.4290216,0.75315148,-0.4331808,0.97153674,-0.5720623,1,-0.4705912,1,0.22789488,0.98538127,0.22368669,0.97905661,0.22147216,0.96899221,0.21785623,0.97893083,0.21486326,0.83640702,0.1875442,0.82259993,0.18414665,0.7918234,0.17595311,0.77608899,0.17219555,0.76423891,0.16834043,0.75042438,0.16495229,0.73840693,0.16115314,0.72595816,0.15809628,0.71368914,0.15446599,0.70268557,0.15158889,0.69045398,0.14817747,0.947984972,0.901422936,0.909218149,0.828012619,0.858958551,0.89242903,0.794805203,0.829407208,0.865806358,0.89662132,0.99813924,0.87045053,1,0.79358393,0.99520488,0.77082548,0.75509275,0.73212373,0.72556495,0.71920455,0.71250291,0.70433778,0.69584952,0.68931579,0.68104763,0.67421595,0.128601827,-0.030086644
0.66550674,-0.346474,0.70439878,-0.404488,0.78161204,-0.4211167,0.68674282,-0.3575518,0.72475403,-0.4095892,0.79259223,-0.4483591,0.72612783,-0.3505287,0.77998133,-0.4252508,0.7536605,-0.4306416,0.9715829,-0.5681526,1,-0.4693642,1,0.22782809,0.98636184,0.22389554,0.98129567,0.22200155,0.97257418,0.218717,0.98395152,0.21599779,0.84155872,0.18887245,0.82833787,0.18564731,0.79761315,0.1775555,0.7816211,0.17376453,0.77012446,0.16997951,0.75612839,0.16655438,0.74448174,0.16282331,0.73185642,0.15972936,0.71996325,0.15605869,0.7090211,0.15325185,0.69693728,0.14979899,0.946963401,0.900811862,0.908650333,0.827988066,0.858772816,0.891749686,0.794428735,0.828852239,0.86501831,0.896555713,0.99720748,0.8700979,1,0.79271988,0.99647608,0.7722467,0.75648459,0.73260917,0.72632409,0.7207029,0.71474977,0.70694638,0.69839777,0.69164623,0.68317227,0.67640081,0.112350083,-0.080909715
0.66589624,-0.3468163,0.70481743,-0.4046348,0.78212185,-0.4216131,0.68695775,-0.357848,0.72537823,-0.410303,0.79315792,-0.449175,0.7266137,-0.3512733,0.7803933,-0.4262856,0.75355784,-0.431406,0.97156138,-0.5693989,1,-0.4700441,1,0.22784632,0.98610758,0.22383816,0.98072112,0.22185636,0.97165672,0.21847942,0.98265292,0.21568767,0.84021568,0.18851624,0.82678665,0.18522743,0.79580113,0.17704179,0.77978879,0.17323018,0.76808017,0.16939034,0.75408032,0.16595301,0.74222515,0.1621716,0.72961351,0.1590719,0.71751328,0.1553999,0.70652988,0.15254627,0.69430298,0.14909655,0.947189065,0.900932356,0.908768598,0.827981934,0.858801259,0.891889815,0.794559041,0.828997376,0.865194533,0.896630113,0.99729057,0.87018207,1,0.79295518,0.9963711,0.77198072,0.75622987,0.73242493,0.72602122,0.72014932,0.71393377,0.70594943,0.69725086,0.69047028,0.68203634,0.67524006,0.103642552,-0.067375543
